Name,Title,Rating,Comment
Lingasvaran Nadar,"







  
  
    iPhone vs Android = iPhone
  
",5.0 out of 5 stars,"









  
  
    
  I thought may be not good as android but I felt better than android.The user experience is good.Even then also using android for 6years I never regretted about iPhone. All the necessary features are there in iPhone.In terms of piracy iPhone is best.

  
"
NAZAR,"







  
  
    Provided with a defective product
  
",1.0 out of 5 stars,"









  
  
    
  Provided with defective product .Struggling for replacement since then .There are so many hidden terms and conditions.It's my last order on Amazon

  
"
Madhusudan,"







  
  
    Dont rush to buy and waste your money
  
",1.0 out of 5 stars,"









  
  
    
  If its just looks what you want then go ahead and buy...but its performance..then suggest you guys to back off.I observed back panel heating up issue especially while taking photos and using maps. [No, I have not put any additional back panels fyi].After spending 60K+ and seeing this kind of heating issue is completely unacceptable from a brand like Apple. I have approached Apple care [Service Request No: SKC4616] and they said they have to send the device to Bangalore  for further diagnosis. When I called just before writing this review, they are quoting they are not working today due to Sunday they are closed and blah blah...Apple wake up. Show some sense of urgency towards customer issues.Ok...folks its upto you to buy or not, just sharing my own experience so it will help who are thinking to buy this.

  
"
ritesh,"







  
  
    not a good product
  
",1.0 out of 5 stars,"









  
  
    
  helloPlease dont take any apple products online , especially if the seller is Appario Retail Private Ltd.I bought iphone 11 last month and suudenly today (17/08/2020) the phone got switched off and not getting switched on again.It was neither damaged nor it got wet in rains . I am very furious because i thought its an apple product and product will be robust.  My first impression on apple products is worst becuase of online reseller.This online reseller dont send the correct product instead they will send defective pieces or old piesces.My loss is 60000 rs. These people are worst and i request other guys not to take apple products from online or from the above mentioned reseller.

  
"
Amazon Customer,"







  
  
    Second hand device
  
",1.0 out of 5 stars,"









  
  
    
  The phone seems to be owned by some shivang gupta earlier...he has all his details filled in...it's dishearting to know that an esteemed company like apple and amazon woul provide it's users a second hand device. This needs serious and immediate attention.Regards,Deputy directorBureau of Indian standardsMinistry of consumer affairs and public distributionMinistry of consumer affairs

  
"
Bhawna juyal,"







  
  
    Heating issue
  
",1.0 out of 5 stars,"









  
  
    
  Its my first iphone and now I’m feeling like I’ve wasted my money coz it has heating issues

  
"
Keshav Alur,"







  
  
    iPhone XR with better Camera and Internals
  
",5.0 out of 5 stars,"









  
  
    
  This being my second Apple device. No, I haven't sold my kidney as I got this for about 58K. I have been an avid Android Fanboy using 1+ as my daily driver for the past 5 years. The switch using move to iOS and the entire transition using Drive, Photos etc.. It has been seamless. I may miss a thing or two about 1+ with what a stock Android would offer. Couple of my colleagues argued how good the latest 1+ phones are. Two things that 1+ will never be good at. Photography and Intermittent lag. Yes, a phone with 12 Gigs of ram lags!Now, off to the device.ProsThe device's build quality is amazing. The detail given in to every tiny little thing should be noted. Even the Sim tray is made out of metal.Speakers sound better than my previous phone.A couple of you might argue about LCD with lower resolution on the device. I certainly cannot differentiate that though. Color blind maybe!OS - There's no other mobile OS that is this speedy, updated on time basis and supports device for 5 long years. Yeah, you can root your phone and rock new Lineage OS on your Droid but the circumstances of rooting, Magisk cannot help Banking apps work.Camera - There are no other camera phones that are this good. Night mode is amazing. Such low light pictures turn out be so good. Note Huawei phones no longer have Google services yes you can sideload Play Store but that's still pain the arse. Next Pixel isn't going to be cheap either.ConsRemember an iPhone is always treated as an asset than a phone. Ask someone who has dropped his or her phone on a hard surface and the pain that it takes to have it repaired or replaced.Couple of them have pointed out that the device is a bit thick. Yes it is. Honestly slim phones cannot have more juice within. You have to sacrifice either of them.No 3.5MM means you can't charge and listen to music i.e. move on to wireless headphones.Overall an amazing phone that's worth every penny. And a phone that I'd be using for the next 5 years for sure just like my 1+ One The Legend. Electronic goods are always depreciating unlike Gold or Land and fits the needs of checking messages and making calls is all you need.

  
"
Shipra Goyal,"







  
  
    Samsung s10 is better than iphone
  
",1.0 out of 5 stars,"









  
  
    
  Samsung s10 is much better than iphone 11

  
"
Vinayak,"







  
  
    Black spot found on the new phone.
  
",1.0 out of 5 stars,"









  
  
    
  I found this black spot while doing set up. Given me defective piece & now not able to give for replacement also. It's a very next day of purchase.

  
"
gaurav garg,"







  
  
    Defective model
  
",1.0 out of 5 stars,"









  
  
    
  hiI had purchased this phone in first week of June 2020 trusting amazon.But this phone is defective, it failed to update, failed to connect to serversFinding no other solution, I used old version of iOS hoping it will work finebut it is not working fine, everytime it hangs and I am not able to worktoday while putting it for charging there was a blast in the battery and since then it is not workingI have just exceeded return period, perhaps my 70 thousand is now gone down the drain

  
"
D.mohanbabu,"







  
  
    Not good product
  
",1.0 out of 5 stars,"









  
  
    
  Not good when I charge mobilebody was earth (current shock) and today charger not working I don’t no how to replace

  
"
Pranil review's,"







  
  
    Use once and you will know why iOS feels premium :)
  
",5.0 out of 5 stars,"









  
  
    
  In love with this amazing product!!!!

  
"
Ravi Singh,"







  
  
    Waste of Money
  
",1.0 out of 5 stars,"









  
  
    
  Don't buy at all. Display is the worst display from Apple ever. Camera performance is cheap.

  
"
Balram Singh,"







  
  
    Order It & Experience : Anything below 3 stars is fake/biased/dubious/hypothesis
  
",5.0 out of 5 stars,"









  
  
    
  Frankly, i was slightly sceptical in ordering 50k phone from Amazon given the 10k difference vis-a-vis apple store pricing, mainly due to some critical reviews/complaints seen on the review page and partially due to people recieving surf excel packets instead of lenovo laptop - however these variables did not affected the product in any way :Positives:Price Point : Brought this at ₹46k during the 2020 Amazon Great Indian Festival.Fast : Apple A13 Bionic Chip is beaten only by A14 Bionic chipSecure : You close your eyes and face id won't unlock your phone.Camera : with wide angle lens - 4k video recording+editingGaming : I played asphalt 9 and experienced no heating issue even after playing it for 30 straight minutes.Ecosystem Benefits: only those having an apple ecosystem will understand this hence not writing here.What i Dislike:Depreciating Asset : Apple phones have very bad reputation when is comes to asset depreciation of ""Budget iPhone"" leading to customer dissatisfaction. i.e. the ones who brought this phone at printed MRP ₹68300.00 will feel cheated: they have lost ₹23k just by using this phone for 6-8 months earlier than me:

  
"
sameer shah,"







  
  
    Iphone vs Android experience
  
",3.0 out of 5 stars,"









  
  
    
  To be honest, I feel like I paid the price for the BRAND only. Iphone is definitely 2 generation behind android. You can find similar specs (except camera) in mid range flag ships like oneplus series.I won't recommend you to purchase this if you looking for value for money because this is just brand for money.This is my first Iphone I was using oneplus series before buying this. I will summarize the comparison in an easy way.Camera = Definitely good but not the best (selfie mirror effect is annoying you can not change it in setting you have to edit the picture and then flip it, which not a good experience for me)Battery life = Good, can last a day long but also takes so long to get fully charged (I would advise you not to completely drain you battery keep it charging whenever you can)Overall experience = happy but not satisfied, Android has lots of small features which makes you life easy but Iphone is not offering those small features also android offers you to customize your phone they way you want but Iphone doesn't. Also it has single sim ( if in case it matters to you)

  
"
Mritunjay Kumar,"







  
  
    Not the great camera ! Slow charging and useless 5 watt adapter
  
",4.0 out of 5 stars,"









  
  
    
  Phone is perfect in all aspect just few things lacksBattery charging is slow even if I’m charging with Huawei 18 watt chargerAnd 2nd camera I would this could be bcz I’m coming from pixel 3xl and if i have to compare in 10 I would give 10 to pixel even though it didn’t have ultra wide lens and this I would give 6 .Only in 2 thing is got disappointed1 battery charging and backup2 cameraAnd make no mistake it QQUALCOMM quick charge so don’t go for suck Warp .vooc ,Dash , 65 waat and and such kind of charge bcz it only supports PD charge (power delivery) a charger which has out put USB C for example pixel charger and Samsung note 9 and above.

  
"
Sumit Kumar,"







  
  
    Faster delivery superb product 🌟🌟
  
",5.0 out of 5 stars,"









  
  
    
  Superb 15hrs delivery 👍🏻First impression is good, I am an Android loverFirst time iPhone different osBest choice 👍🏻After 12 days use update-Battery life is awesome, missing fast charging but overnight charging is enough for next 2 days.I am a naive iphone user very much satisfied with the productAwesome camara solomo videoTill today don't find any con in the phoneIt is really awesomeIgnore negative reviewsIt's all a very good buy 👌🏻👌🏻

  
"
RUBY T.,"







  
  
    Disppointed as wrong description given
  
",4.0 out of 5 stars,"









  
  
    
  Phone is stylish and i am first time apple user .its look good and it would be too early to comment as i got the phone today only. I am disappointed as it was shown the airpods with the phone but instead of that they send the wired earphones. If someone is buying the phone in 60k plus he or she should be given the things which is mentioned at least.  I am waiting if the airpods are being sent by the seller else will return the phone due to wrong description . How ever other things are fine and looks are great. Will give a brief review later. Thank you

  
"
sumanth sharma,"







  
  
    Good phone hopefull that it will last long
  
",5.0 out of 5 stars,"









  
  
    
  Worth the cost.Battery  life is good. After 40hrs of moderate use 35% of battery was still remaining.The usage was with location,Bluetooth ,mobile data turned off ,wifi on and display brightness set for the lowest possible for viewing  clearly.Display , touch, faceid is good. Face id doesn unlock if eyes are closed.Camera clarity is too good along with night mode.Adapter in the box is not satisfactory. I have a fast charge capable  power bank and charge my iphone by using power bank. So 30 to 100 % charge happens in about 1hr.

  
"
Lalhruaitluanga,"







  
  
    Perfect phone
  
",5.0 out of 5 stars,"









  
  
    
  If u read the review you will know that there are many bad comments. Am also intrigued by it while buying from Amazon, bought during great india sale with a great value for money. Anyway bought it and very satisfied about it. Don’t always made up your mind from some negative, they might have a complaint but it’s always great to buy products from Amazon.This is my 1st iphone and am very happy about the experience. Used more than a week now, here are my review1. I also got a heating problem but that goes away after insane update2. I have checked the product online and its brand new (i have doubt while opening as there is no seal)3. Have been using androids for more than 10yrs and comparing to that the phone is super smooth. U might get to use at first but everything is very simple and ios 14 update is great.4. The battery drains alot at first and also that goes away with the update. It easily last a day with moderate to heavy usage. But you have to ditch the onboard charger, its 5w and took really long time to charge. Usb cable comes with it so u can use your old charger with 18w,27w,30w. But  recommend you buy original fast apple charger.5. Display is also great. Some people might complain that its LCD but if you are not a tech guru yo will not be able to differentiate with the oled display of the pro & max series. So just go with it.6. Had difficulty to tranfer whatsapp data, but that also solve with use of extra software Dr.Fone(but you have to buy it ₹1500 to ₹2000)7. Phone is a little bit heavy so you have to use a good cover so that it might not fall off and crack. I use Spigen cover and for me its the best.8. Some of the apps i use in android are not there. That you have to compromise. But it comes with alot of useful app tool.9. iCloud only have 5gb storage so backing up in cloud is a problem unless u buy extra space. So that’s the reason am going for 128gb, am not using the iCloud and just use the phone storage10. Speaker sound is superb, but am not impressed with the earpods so am still using my Mi bluetooth headset11. Camera sound is annoying, only silent when phone is silent.12. Lastly, i have a great experience of using the phone so am happy that i snub xiaomi, oneplus and samsung in the price range. But it takes a lot of time jumping from android to ios, so it will always be a personal choice

  
"
Ajay,"







  
  
    An apple for everyone. 🍎
  
",4.0 out of 5 stars,"









  
  
    
  At first I was sceptical about my purchase because I was shifting from Android to iOS but down the line this started to amaze me with most of the things.FEW THINGS worth mentioning are:Cons1. There is no call recording feature, in case you want one to be there.2. There is a 5W charger in box which takes 2.5 hours to charge.3. I couldn't find a way to take my backup from Android to iPhone. Whereas it is super easy to switch from Android to Android with apps like clone phone.4. This phone heats up when you are going to use it for the first time because it generally sets up everything, update software, open apps for the first time but that goes away with regular use.5. It takes time to adjust to iOS if you are a first timer.6. This phone is heavy.7. 60hz is okay if you haven't gone 90hz till now. 😉🤫You haven't used 90hz so you don't even know how it feels.Pros1. Battery backup is super in my usage.2. Camera's were as hyped.3. You will soon blend into iOS system and unlike android devices this UI is specific to a limited number of phones which makes it very refined.4. Wireless charging, Fast charging options.5. IP68 rating a must have.If you prefer Brand over value then go for Apple otherwise if you want value for money then do not spend on any Apple product these are not as good as they say they are. Andorid is leagues ahead in many areas which haven't even touched even pro variants of Apple. Also there is a freedom to do things on android, customize things the way you prefer.

  
"
abhijith anirudh,"







  
  
    GENUINE
  
",5.0 out of 5 stars,"









  
  
    
  I was a bit worried about how the condition of the product would be..after reading a lot of negative reviews.. especially about the seller .. but I got a genuine new iPhone 11 without any issues . Thanks a lot .

  
"
Soumya,"







  
  
    iPhone 11 is a flagship & more!
  
",5.0 out of 5 stars,"









  
  
    
  Spectacular!Positive:-1.Battery- 7:30-8 hrs screen time which is great easily lasting a day & more.12 watt charger(bought separately) charges to 70% in 1 hour,so good.2.iOS.iOs.iOS.if u hav an iPad/Mac life will be easier with an iPhone.3.Camera:- good.Honestly I expected more.Portrait mode is great.Nightscape is yet to be tested.Best video camera.4.Performance:-A13 Bionic chipset.4gb ram. Enuf said.throw anything-iPhone 11 will do it with ease.5.Future updatesNegatives:-1.Bulky & display:The phone really feels heavy & with the lcd notch panel,it is highly unsuitable for binge watching.The wired EarPods is odd & doesn’t help either.

  
"
Mj,"







  
  
    Worth for ur money
  
",5.0 out of 5 stars,"









  
  
    
  Buy whn u hav offer...I got cash discount of 6k for hdfc cc payment with no cost emi for 6 months plus last year I bought samsung m30 for 15k and got a exchange price of 6.1k...which s really good price....in total I just 50.5k with all discount..battery backup is good whn compare to all iphone models..red color is just awsome!!! 😍😍😍😍

  
"
Harshavardhan,"







  
  
    Best phone ever!!! Its so fun to use.
  
",5.0 out of 5 stars,"









  
  
    
  Its a really fun device to use and the battery life is quite good however the fun stops when you need to charge it. It just takes too long to charge on the Apple Charger that’s included in the box. The display is really good too, I had used an S8 before coming from OLED, it doesn’t matter the experience is amazing you won’t miss OLED because of this.  Speakers are great, color is awesome! Feels so good without the case i Have to use it without the case. Dual sim is working great too.

  
"
Adi,"







  
  
    Ease of use is an issue in some scenarios
  
",3.0 out of 5 stars,"









  
  
    
  Too pricey,Gifted it to sister. Before making a whatsapp video call I have to call her first becuase sound of video calls is too low for one to notice. Many other Ease of use issues, this was just a practical example.You charge 65k for a phone and cannot provide basic things and annoy people.

  
"
Yakshith,"







  
  
    Good phone - but broke the display
  
",2.0 out of 5 stars,"









  
  
    
  Phone is too good, but fell and broke the display in a week of purchase.Apple care did not agree to change the display and pay 40k n get it replaced.

  
"
Ebin.vs,"







  
  
    Perfect  iPhone with best camera  and performance
  
",5.0 out of 5 stars,"









  
  
    
  Brought this iPhone on Amazon for 54999rs on 18th October 2020. Good price for the 128GB variant. Using it for a week, really awesome mobile, performance,  camera all are perfect. Took this mobile to the apple store and verified  it's a apple product. It came with headphones  and charger  within the box.Really good for this price. I'm really happy.Guys always go for the Amazon fulfilled sellers. Saw lots for negative  reviews on social media  for both amazon and flipkart selling fake iPhones. All are not true. If you have any doubts go and check you device with apple store. See my uploaded picture what's comes in the box. , it will help.

  
"
Sharayu,"







  
  
    Disappointed with amazon
  
",5.0 out of 5 stars,"









  
  
    
  Phone is great but I am really disappointed by amazon service. It was applicable for bonus 1 offer and I was suppose to get cashback of 1250 and an executive said expect it by wednesday but when it dint credit on chking with amazon executive again they said its not applicable!There was no stars or mentioned in FAQs that iphone is not applicable for bonus.Felt like wrong advertisement, cheated and really disappointed by amazon offers and services. Been amazon customer for years and this experience is really was very disappointing. Feels like lost the trust in amazon :( Wrong advt and incorrect offers was just never expected from amazon!

  
"
Amazon Customer,"







  
  
    Defective Phone delivered
  
",1.0 out of 5 stars,"









  
  
    
  Hi,Just got the iPhone 11 delivered, the speakers are damaged and the sound coming is all shaky and cracked.Really horrible and disappointing to have Apple product provide such a poor customer and product experience. Please refund my money

  
"
Harun khan,"







  
  
    I want to return this phone
  
",2.0 out of 5 stars,"









  
  
    
  i wish to return this product, as per your return policy within 10 days from delivery date, i have trying to many time, but there is appearing to contact apple,  kindly return this phone , its a worthless phone , kindly resolve the same immediately

  
"
Aryama Kumar,"







  
  
    DONT BUY IT FROM AMAZON
  
",1.0 out of 5 stars,"









  
  
    
  the seller appario retail ltd. gives old used and defective pieces. and if you go to get replacement they(apple) dont entertain you becoz you got it from amazon. you should get apple products from apple.com . they are 4-5k costlier but atleast you know for sure that the product is new and not defective. and even when you hah\ve any issue, you can contact apple and they will help you. but if you buy from amazon, very high probability that you might get defective piece from this seller and apple wont help you much.

  
"
Daniel,"







  
  
    Worst Camera
  
",1.0 out of 5 stars,"









  
  
    
  Worst purchase for such huge amount that was spent. Camera quality is very poor, my galaxy s9 plus is much better than this one. Amazon doesn’t accept return but the options in the app shows return applicable. iPhone claims to have best camera and has large hoardings everywhere but in reality it’s not.Totally regret on this purchase.

  
"
Amazon Customer,"







  
  
    Iphone vs One plus
  
",4.0 out of 5 stars,"









  
  
    
  Coming from android and with no fast charging out of the box.... battery sucksCamera is awesome.... only pixels come close but this phone has an edge over every other flagship in the market.... portraits are the bestFace recognition works 2 times out of 10 in the post covid world and so yeah i miss the fingerprint scanner.Ios is 10/10 conpared to android. Gives you the premium feel.Display is something you wont complain about unless you do a side by side comparison with other phonesBuild quality is awesome but the phone slips out my hand a lot so use a bumper cover.No lagging issues..... phone heats up when doing heavy usage while charging but thats ok. All phones do that. Its a phone, not a super computer.Speakers- crazy good dual speakers but all flagships have that. Dont they?P.S. buy if you are a social media crazy kind of person and want insta ready photos straight out of your camera. If camera is not the reason for you buying the phone go for a one plus or a galaxy you will end paying less and getting much more.

  
"
Kavish Sharma,"







  
  
    One trillion operations per second
  
",5.0 out of 5 stars,"









  
  
    
  Bought iPhone 11 recently. I must admit - this phone is super cool. Design is good. Purple color looks fresh & soothing to your eyes. I was confused between mint green & this color but when i compared both at one of the apple stores, i just couldn't resist ordering the purple. During the launch of the phone, the new two cameras design appeared weird but when you unbox the phone it looks Stunning. Night mode is also too good. Looks more natural & true to life. This phone is a must buy!

  
"
Shravan kumar,"







  
  
    Avoid iphone 11
  
",3.0 out of 5 stars,"









  
  
    
  Avoid iphone 11. Save your money. I feel its better to wait for the next iphone or get yourself another phone altogether. Apple’s standards are dropping year by year. But the price is instead rising over the roof with bad products

  
"
SAMAY BHAWNANI ( IDEAL REVIEWER ),"







  
  
    Switched From Samsung Note 9 ( Adequately Satisfied )
  
",5.0 out of 5 stars,"









  
  
    
  Okay, So All QHD+ screen Android users like me, you will definitely notice a difference in the HD LCD panel for first 3 days of your new iPhone 11 usage but post that you will be use to it and wont be able to differentiate substantially.A 13 BIONIC CHIP was something new, wont talk about fastness or snappy features, just know that it wont lag under any circumstances.Camera is actually good and above all android users will find the output photos to  be realistic than what we usually used to see in ANDROID that means NO LEEPA POTI by default.There is a different depth that you will notice in almost all photos.Videos are Super Stable ++.Ultra wide comes in handy for good instagram shots.IOS takes a couple of days to get use to, like using whatsapp / other apps which have different approaches in selecting images from gallery etc. but its user eccentric.Battery lasts a whole one day , on papers its approx. 3100 mah but will get the work done.5w charger good for people who wake up at 7 and put their phone on charging.Built quality solid.Games run butter smooth, but not a phone for heavy Gamers.Once you get an iphone, you will automatically be tempted to enter the ECOSYSTEM, so get ready to spend bucks on Airpods and iwatch because TASHAN tabhi aayega. (also they work best together)Overall I would say you will feel missing out on ceratin features from ANDROID but you will feel plus in some aspects.And When you enter an apple showroom with an iphone in your hand, salesman jyada poochta hai. so you feel great!!All in all Buy it because more productivity and optimum usage comes when you play less games and work more with your phone.

  
"
Amazon Customer,"







  
  
    Ringtone and sound problem...
  
",1.0 out of 5 stars,"









  
  
    
  Today finally I got my iPhone 11, but it doesn't go well as expected, the ringtone volume goes off as it rings, not audible and even while on phone(on conversation) it needs Loudspeaker on to make the sound audible. I am going to return this iPhone to the Amazon and i suggest you friend don't buy this phone as most of iphones have some or less problems.

  
"
Mohit kapoor,"







  
  
    I just love iPhone 11 !!!
  
",5.0 out of 5 stars,"









  
  
    
  The only word to use for this Phone would be ""Perfect"". It's a perfect piece of art. I was fed up from using android phones and just wanted to move to the ios Platform. I was confused Between iPhone X and iPhone 11 and after a lot of Research and Youtube Searches, I Chose iPhone 11 and trust me it was one for the best decisions of my life. The UI is super smooth, the Build quality is amazing and the camera is just beauty. I am just falling in love with this phone. Although its a little bit costly but trust me its worth spending money on this piece of tech.Pros -- Camera is Amazing- Water-resistant- 4K Recording- Fluid Smooth touch- Never Lags in Heavy Gaming- And 100s of more ProsCons -- Haven't found any yet !!!So if you want to Switch to ios platform from android then just go for it and Chose iPhone 11 as your next device.

  
"
shopper,"







  
  
    Almost good phone
  
",4.0 out of 5 stars,"









  
  
    
  Excellent phone so far. Bought it for more secure access. Fortunately amazon delivery this time was good (my past delivery experience have been bad).On downside, this phone is heavy as brick. Compared to similarly sized s10... this is too heavy.  Single hand use easily tired fingers and hand. Pictures are great but the wide angle is not good on people as it distorts edges in pictures. Speaker sound is also slightly mutted. Face id fails occasionally.I can live with most of the issues but the weight of phone is dissapointing

  
"
Narahari xxx,"







  
  
    IPhone ki quality gurinchi review anavasaram
  
",5.0 out of 5 stars,"









  
  
    
  It's amazing mobile. It captures pictures like real. Good battery life.

  
"
Amirchandra Gupta,"







  
  
    Microphone Not Working
  
",1.0 out of 5 stars,"









  
  
    
  I am brought new iphone 11 ,but there is microphone it's not working and I am facing big problem, there is no any pick up service from the end of amzon and iphone and I am very disappointed of the service of both company.

  
"
Nitin Malik,"







  
  
    Super Phone with Premium Look
  
",5.0 out of 5 stars,"









  
  
    
  I just upgrade my iphone6 to iphone11 and its a game changer for me...Prons:-Camera:- Best in class no one can beat itBattery:- Good battery life at one chargeSoftware:- A13 Bionic which make this phone super fast. Best in industryFace Id:- No one can give you fast face unlock. Apple nailed it againLooks:- Premium Phone with Premium look. Black colour is like JawdropCons:-Charger:- still 5W chargerScreen:- No HD display. only 720pNotch:- Very thick Notch which make this phone oldWeight:- Lil bit heavyOverall:- 8/10 Worth buy it

  
"
GANESH,"







  
  
    Awesomenees and smoothness yes it’s IPhone
  
",5.0 out of 5 stars,"









  
  
    
  If u have points and planning for not changing phone 2to 4 year that iPhone 11 is best optionIt’s my first purchase of iPhone from one plus 5T i am also thinking about its price but after some coupons and amazon icici credits point and cash back, it’s make me happyAbout iphone11Processor is awesome there is no lagCamera and haptic touch is very goodI seen heating problems in some comment I think those people don’t know how to use mobile data optionBattery performance and charging also awesome as campare to XRIt’s display very good and mr/miss siri is equal to alexa relative.So if you are looking for premium phone with best performance go for it and don’t worry about features like 5G.in india 4G services still not good and 5G will take 3 yr to fully operational

  
"
Amazonshopper,"







  
  
    Absolutely the best phone I’ve used till date
  
",5.0 out of 5 stars,"









  
  
    
  I’ve always been a loyal android user, have used only high end android phones - nexus , Samsung galaxy series,  S9 plus and the like. I was very apprehensive about shifting to iOS as I was told android is much more flexible and I will not be able to adjust to Apple. My phone got delivered before time, I charged it and started using it by afternoon. Took a couple of hours for data transfer and by evening I was completely in love with this phone. Was amazed by the interface and no nonsense whatsoever kind of vibe from this phone. I also got it at a very reasonable price from amazon shopping festival. Thank you Amazon and Apple !

  
"
TheBuyerGuy,"







  
  
    Just an average phone with hefty price!
  
",3.0 out of 5 stars,"









  
  
    
  I am not impressed by the camera as it should be considering phones like Oneplus and google pixel 4. The night mode is good but other than this the camera does not have much to offer.Battery is okay.Processor is good. The size of iPhone 11 is 6.1inch which is more than pro variant.Overall average phone as compared to Oneplus and Google Pixel 4.

  
"
Mohit S.,"







  
  
    Everything is great except camera quality
  
",4.0 out of 5 stars,"









  
  
    
  Camera is okay but not that great as it was advertised and we can not say it as the world’s best camera in any smartphone because Rear camera is more than good but the selfie camera is not much good. It has a quality which we can get in ₹30,000-40,000 range smartphone. So I will give only 3 out of 5 star for the camera and for remaining other things like processor, performance, battery life etc. “these are just great” and will give 5 out of 5 stars rating!!I’m just unhappy for the camera only!And I think this is the most unbiased review!

  
"
Sangram Patil ,"







  
  
    Amazon selling defective phone in the name of discount
  
",1.0 out of 5 stars,"









  
  
    
  Software is not working properlyReceived faulty item, Amazon is selling second hand or second copy of the iPhone 11 phoneSuggest people don't go for online shopping from Amazon.. they are attracting you in the name of discount but selling old and used phones

  
"
Richik Majumder,"







  
  
    Well developed device
  
",4.0 out of 5 stars,"









  
  
    
  After upgrading from iPhone 6 it feels quite good to use a flagship model like this. Camera quality is awesome, battery backup is way better compared to the previous models of iPhone, A13 Bionic chip is really powerful, if you’re a gamer you must own this device, PUBG,Asphalt etc runs smoothly in this device but the device heats up while playing games. We’ll go for the pro or pro max model if you wish to have a telephoto lens along with OLED display along with silver coating which feels premium, else you may go for this . I really welcome android users to have this device , it’s literally a beast in all aspects

  
"
Narenfrank,"







  
  
    Four Years Wait For IPHONE
  
",5.0 out of 5 stars,"









  
  
    
  This is the one brand for which i was waiting for four years, literally i purchased this mobile only for brand, many of them have a dream to buy a apple from own money as i also had and it took me four years, After the use of more then ten days am posting this review am very much happiee with the performance of this beauti,, especially the camera is the biggest pros

  
"
Tushar Bhargava,"







  
  
    Loving it!
  
",5.0 out of 5 stars,"









  
  
    
  I have been an iPhone user 8 years now. The battery backup is very much improved in iPhone 11. Performance is great.Highlighting an issue which happened for me but was resolved. May help others as well.After I started the new phone, in the initial steps I chose to set it up using my old device 6s.Post that the phone was super heated from a short usage, battery was getting drained and voice memos failed to respond after launch.Apple customer care helped a lot and eventually tried the option to reset the iPhone 11 and set it up from scratch as raw. Restored the data from iCloud later.Strange, but the phone now works like a charm as I mentioned in the start.Evaluate your usage and budget to make the right choice.

  
"
Sandeep Chowdhary,"







  
  
    Best price for iPhone
  
",5.0 out of 5 stars,"









  
  
    
  The iPhone 11 is probably the best value for money phone for people who desire flagship phones from known brands, until of course, the iPhone 12 is launched. The phone has great battery life, and a fantastic camera. The Chip is extremely fast and, as always, the iOS is probably the most user friendly UI available. The purchase experience was good, i got a reasonable discount, even though the no cost EMI option was only available on thee Amazon Pay credit card. I do feel that amazon is probably trying to encourage of their ‘in-house’ card and hence discourage the no cost EMI on other cards.

  
"
Jain ,"







  
  
    iPhone 11 yellow tint screen
  
",1.0 out of 5 stars,"









  
  
    
  Guys I have learned that there are two types of screen display color in iPhone 11. One is with yellow tint and other one is blue tint.  And my phone which I got from amazon is yellow tint which is very low in brightness. Blue tint is good and brighter. Do not purchase yellow tint phones. Not happy with amazon service as they are not exchanging to blue tint.

  
"
Apoorva Bhoge,"







  
  
    Great Deal
  
",5.0 out of 5 stars,"









  
  
    
  Ordered on 16th (Midnight) for ₹51.7k using the Offer on Great Indian Festival Sale. It arrived the Same Day the Following afternoon.Excellent Deal and Delivery by Amazon.

  
"
Mridul Shah,"







  
  
    Defective handset
  
",1.0 out of 5 stars,"









  
  
    
  I have recieved this product from Appario retail on 14th Jun and the handset is not detecting SIM card. I have also got the handset checked at unicorn Apple service centre ,Defence colony Delhi , who have confirmed in writing  that the handset is defective. I want the product to be returned or replaced at the earliest

  
"
Anurag,"







  
  
    iPhone love
  
",5.0 out of 5 stars,"









  
  
    
  After reading the reviews I completely scared about the authenticity of the phone. I would like to thanks to all people who made me aware in such a way that Firstly I verified my phone before even putting the SIM card.I got the brand new iPhone with no technical or physical glitches. Thanks to Amazon and apparition retail.Phone is working flawlessly. Registered on Apple site and got warranty of one year.Rest of the features are already described.

  
"
Mikunj Rathwa,"







  
  
    A premium device for a moderate user.
  
",5.0 out of 5 stars,"









  
  
    
  I am a techno person and hard core apple and android user. Go through my review carefully before buying.I had iPhone 5s as my first phone.  It performed really well and ended up with dead battery. I had to switch to samsung M30 and no doubt that phone was some kind of rock made for a careless all day user. I used it for about a year and still its battery worked like charm for about 3 days of moderate use. (I dont play mobile games) This thing really amazed me. Still, a good battery is not everything. I was alway un satisfied with android UI and performance. And decided to switch back to ios.I grabbed this phone at a great deal. Delivery was quite fast. Once I had hands-on, I found that apple still have not worked on battery thing. Not really sure why. It seems to be draining a bit faster.  Will update the review after few months.Build quality is remarkable.IOS 14 is a magic.Phone seems a bit bulky and heavy compared to an android device of same size.Do not expect the premium feel as in iPhone X.I was confused between purple and white and chose the white which I think was the good decision.  Purple looks a bit faded because its light purple.Front and rear cams are remarkable for the price. Undoubtedly. Attached some samples.If you are a photo person, this one is for you.Final verdict : Blindly go for it if you are moderate user and not much into social media or chatting all the day. If you are someone in your twenties who stays online all the day or into a new relationship,  be ready for repeated charge cycles.  😅This is a premium device for someone with balanced online and real life.Do check out the attached photos. Hope this helps.Check the battery health once you get the product. Mine was 100 percent as expected.Thanks to amazon for the genuine product and intact packaging.

  
"
