Name,Title,Rating,Comment
Dilip Das,"







  
  
    A perfect Upgrade from one plus 6
  
",5.0 out of 5 stars,"









  
  
    
  It's not for the first time that one plus had made any undoubtedly price worthy smart phones I was using one plus 6 since last 2 years and was thinking to upgrade it so finally made my decision to buy so finally made my hunt for new phone initially when I searched for reviews about one plus Nord people have very mixed reviews which made my purchase difficult I thought wether I should go or not but finally made my mind and bought this and I am really happy and it's totally vfm.

  
"
Ganesh Vishwakarma,"







  
  
    Bad camera, overall good!
  
",3.0 out of 5 stars,"









  
  
    
  This phone is good but few things disappointed me. Please see the following matrix given below:1. Build quality: 4.5/5 ( it does not have the metal frame)2. Display: 4/5 ( compared with samsung j6 AMOLED display, it is not up to the mark, i liked the Samsung's display because of color reproduction and quality)3. Battery: 4/54. Operating System: 5/55. Camera: 2.5/5 ( eventhough it has 48 MP with Quad Cam setup, pictures are not detailed, it a average camera even after the software update; specially 2MP macro lens sucks; video quality is very nice; camera app user experience is not exciting.6. Processor: 4/5 (because its futuristic 5G)

  
"
SHIVAM,"







  
  
    Overhyped Phone ☹️
  
",3.0 out of 5 stars,"









  
  
    
  Firstly One plus has make the customer fool during the OnePlus Nord Ar launch of amount ₹99 to all who Purchased their launch event card. About phone it is the most hyped phone which doesn't meet my expectations. Lack of 3.5 mm headphone jack.No Dedicated micro-sd card slot.The 2 MP and 5 MP cameras are useless. Overall build quality is good. Oxygen Os (Great Android Experience and future updates).Decent front and Rear cameras.The In-display fingerprint scanner.Fast Processor and Above Average Display.The battery is decent and supports fast charging.

  
"
guddu kumar,"







  
  
    Speaker volume goes down day by day automatically.
  
",1.0 out of 5 stars,"









  
  
    
  When the phone was delivered it’s sound looks good.But after a days it’s speaker volume automatically goes low .And day by day it’s going low and low.Even on handsfree mode on full volume I have to take it to close to my ear to hear it.I want to replace it but amazon not allowing for replacement.I am totally frustrated after buy this phone.

  
"
Kamal,"







  
  
    Just a premium waste of money
  
",3.0 out of 5 stars,"









  
  
    
  Its been one month approx of purchasing this device in which OnePlus has given 5 updates so here is my review after one month usage and on latest update1) the mobile is full of bugs, it looks like oneplus team didn't tested it before launching . A lot of bugs like camera crashing, photos not showing in gallery ,overheating after only 25min streaming,night mode error . already shared logs with the OnePlus team no fix as of now even after 5 updates still the same problems2)  on an average only 5 hours of screen on time, doesn't look like 4000mah battery have to charge twice during a day ,my older redmi Mobile was giving better SOT than this3)  network drops issue most often chrome shows blank page have to reload 3-4 times to show the page content4) the oxygen os is good smooth as silk5) camera performance is average6) amoled display surely surpasses lcd ,great colors diversification Conclusion- being new member to OnePlus community i expected premium services didn't expect such a buggy deviceUpdate- its been more than 2months of using it the problem has worsened the mobile heats like a heating rod even on a normal browsing for 10-15 minutes . Myb earlier mi mobile was better than it i do not have words to describe all the issue i am facing . Already shared the logs with oneplus team still no response . I will say only one thing if the return window wasnt. Closed i might have returned it . Its just a waste of money even a ki ,realme mobile at this price segment will be a great choice

  
"
S Senthilkumar,"







  
  
    Shorter battery, longer heat issue for short usage
  
",2.0 out of 5 stars,"









  
  
    
  Worst battery life, it is not even withstanding a day thogh only used for minimal usage, never gone for gaming, video streaming still battery drains drastically, I need a replacement.Another big drawback is heating issue, heating for normal 3seconds call, I have never faced this issue in my earlier phones ...verybad experience with nord... Disappointed, lot of hypes in the phone, it is normal another phone with 5g technology(don't know about 5G compatibility only we know when started using 5G, they sold and earned profilt)Only camera quality is good..

  
"
Naseem khan,"







  
  
    One plus dont need reveiws today i realized when i get phone in my hand.
  
",5.0 out of 5 stars,"









  
  
    
  1. I think one plus no need reveiws.2. I m using note 9 and galaxy s8 and 5 other galaxy phone before that note 8 and honestly now i feel like samsung is becoming worst all phone get display problem...now i baught this i really feel like this phone is amazing in 29999 256gb.3. Smart processor.4.amazing camera back n front as compare to note 9 and s8 and iphone se 2020.5.design and finishing really look like fall in love with finish.6.battery back more than all smartphones right now in market in the range.7.looks like compact phone hand friendly.8.type c cable smart and sexy.9.No earphone jack.10. No earphone inside box11.but can use earphone via type c connector.12.honestly it got everything in this middle budget.Go for it ...if u can get it.No need to compare with other phoneReally the phone is great specialy in blue color.Last i used one plus x then after i dont liked the design of other one plus phones so i switched samsung.Now one plus design really becomes lovely.

  
"
SAUMYA SRIVASTAVA,"







  
  
    Half screen gone within 7 days of purchase - bad quality product
  
",1.0 out of 5 stars,"









  
  
    
   Within 7 days of use of the phone, the screen has started flickering. There is no return or support option available on amazon for this product. Would not suggest anyone to buy this phone, spending 27 odd k's on a phone only to use a phone with faulty hardware.Had a chat with the amazon team. Refused to help.

  
"
Arun,"







  
  
    Network detection keeps losing
  
",1.0 out of 5 stars,"









  
  
    
  when you go and come back to low network area, phone loses its connection with the network and never recovers, need to restart the phone. This is a major problem, lot of my friends/relatives started complaining that am not reachable for the whole day. Oneplus, you need to work on this.Redmi note 8 pro was far better than this.

  
"
Shobha Kanwar,"







  
  
    Dnt buy
  
",1.0 out of 5 stars,"









  
  
    
  Dnt buy this phone...half of the time u will face network problem in this phone...it's taking too much time for surffing....half of the time my colleague complaint about my no not reachable...i have raised request for replacement but that executive visited and said everything is working fine we can't replace...I am very disappointed with this phone

  
"
Adnan Ali,"







  
  
    My honest review
  
",5.0 out of 5 stars,"









  
  
    
  First of all I'm writing this review after 3-4 days of use. 1.The display is indeed a bliss to look at. You may not notice it at first. But you'll see other phones in slow motion when you use other phones.2.The warp charging is amazing. Gets your phone filled in under an hour.3.The primary camera is nice and captures details but it lacks the natural colour reproduction at times and the dynamic range needs to be better.(the camera of the redmi k20 pro is slightly better in terms of the color reproduction) and iphone xr camera still is better4.The macro camera is bullshit and need updates right away.5. Wide angle lens is okay, just okay.needs betterment. And could be better.6.The selfie camera is fine but no iphone camera , the wide angle selfie isn't that nice7.the build quality is firm,nice and of nice built but stands a tad bit lower from the redmi k20 pro ,maybe because of the metal frame vs plastic in Nord.8.Fingerprint reader and face recognition is damn fast.9. The battery lasts for a day under moderate use. Not more than a day for sure.10.Oxygen OS ! Wow . Just smooth, fast and a bliss !

  
"
Vivek,"







  
  
    Nord is good but need to develop camera quality
  
",4.0 out of 5 stars,"









  
  
    
  I had used my oneplus nord for 3hoursPros1.regarding display display was really cool with 90refresh rate and smooth2. Oxygen os is love3.I didn't find any greentits issues in my oneplus nors4.battery i was charged to 100% within 35mins where inital charges was 51% fast charging5.Audio clarity really good and no lagging and no network issues foundCons1.avg of camera quality and nightspace and bad not perfect2.this mobile is not for gaming they are really better choice rather than thisOverallIf your are daily user without gaming it is good

  
"
Shishir,"







  
  
    Excellent purchase
  
",5.0 out of 5 stars,"









  
  
    
  After using 3 years the battery of my  moto x4 is suddenly stopped working after an ota update .... battery replacement was not possible during lockdown ....at the same time one plus announced to release a midrange smartphone like zlite ....one plus brand has great customer satisfaction regarding oxygen os optimization on hardware  ..so I decided to purchase oneplus nord (later declared) with preorder benefits ....blindly purchase Rs 499 ... enjoyed AR launched event ..got my preorder box1  tshirt and stickers...booked nord @Rs 26k using amex card ..my pre-order is being delayed ..again oneplus announced that they will provide one year extra warrenty to those whose pre-order shiioed after 4aug ..mine shipped on 10 aug ... delivered on 11 aug ....also they also provide my box 2 @Rs4780 and provide one year extra warrenty as they promised.. so at last faith on oneplus regarding products offers is totally worthy...in this way effective price of my nord is 19620 [28k - 2k (amex offer) - 4780( gift box) -1599( one year extended warranty)].Right now I have updated my nord to 10.5.5 ..I didn't face any problem just one google discover issue which may be issue with Google dearch to higher refresh rate display ...No Bluetooth issueNo battery backup issue (since I am not a gamer)Fabulous display with 90hzFast 30 watt charger765G  ...5G readyBut have slightly tint screen issue (using dark theme and very low brightness)Camera is overhyped...may be optimised after ota update...Battery backup not at the best..

  
"
Amazon Customer,"







  
  
    Great midrange '5G' phone, performance at par with Flagships!!!
  
",5.0 out of 5 stars,"









  
  
    
  Read this review before buying OnePlus Nord!!!Review after using the phone for 9 days!Pro's:-1. Oxygen Os best os after 'ios'!2. Display is good! (Fluid Amoled 90hz)3. The speaker is loud and clear!4. Alert slider comes in handy!5. The phone is really good to hold!6. Warp charger!7. Future proof with '5g'8. Updates9. The camera quality is good both front and back after the update!10. Battery life is good for non-gamers!11. Fingerprint sensor and face unlock works really well!!Con's:-1. Amazon's delivery got the phone delivered after 2 weeks!2. No headphone jack,but understandable given that tws is the future!!3. Tint issue though not a major problem but can be seen in dark conditions!The phone is good, but I would advise you to wait for Realme x7 pro and Poco's nord killer, compare them with Nord before you take your decision!!Have a good day!!!😄

  
"
Parth Timani,"







  
  
    Budget King👑 | Oneplus Nord is Good option to buy under budget.
  
",4.0 out of 5 stars,"









  
  
    
  Camera quality of Oneplus Nord is Good for Daylight and Night. Battery life is also quite good and charging speed is so fast!But i think that it’s a good option to consider on Budget with Stock Android (Bloatware Free OS) and finally it’s 5G Phone so we can use it for future (Jio 5G)For more information about camera review watch My Video on iProTechHub.

  
"
SkReddy,"







  
  
    OnePuls Nord
  
",4.0 out of 5 stars,"









  
  
    
  I got mobile yesterday with pre-booking facility on Amazon,Super mobile with Flagship mobile specifications under 30000..1.Google dailer2.Battery3.camera4 OnePlus Brand

  
"
KAUSIK T.,"







  
  
    Worst Camera Quality...!!!
  
",3.0 out of 5 stars,"









  
  
    
  Camera quality is very disappointing...even Samsung's below 20k models will take good photos. Don't get trapped by their hypes & Gimmicks...!!! Pls do watch Geekayranjith's Detailed review video before you order it. Worst thing is depth camera is fake,it's useless. If u want to own OnePlus go for other good models,don't go for NORD...!!! Instead buying it for 30k..u can prefer other brands with better overall performance under 20-25k.

  
"
Jaysukh gondaliya,"







  
  
    Good Phone
  
",4.0 out of 5 stars,"









  
  
    
  There is no issue in display.Bottom speaker work well no issue.Performance awesomeSide plastic ring is looking like cheap material.Pre applied screen protector  , also back cover.Only missing in box usb type c heandfree otherwise put 3.5 mm jackAverage front camera

  
"
Ayyappan,"







  
  
    No Tint issue ... It's been fixed 😊👍
  
",5.0 out of 5 stars,"









  
  
    
  NO TINT ISSUEI TURNED ONT HE PHONE THEY GAVE ME AN UPDATE...SO typically your phone brightness level0 - 100 levelthey palyed it smart .. they removed 0--50 levelsSo technically when u slide to the left end on the brightness tab to reduce ur brightness thinking it would go to 0.. well it's actually 50th level portraying as 0 .. My First costly Smart phone.Well.. For average person I mostly invest under 15k for a smart phone.. Now I'm in work from home and I need a phone which has a fast performance to toggle between apps for my communication / multitasking without any lagging or unwanted adds... And ya bla bla people who worship camera as if they are Ravi varmans cousin's...  Guys this phone is literally a mustang coated in Ferrari dust...*Hard build even though claims to be plastic body* A devil Performance which u can expect from no  Android phone.* Yes fast charging helps us stay alive.*It has a open ""allow access"" system which I like so that I can monitor which app is using my phone tools..* When smart phone concept came to the marked I started with Samsung Galaxy pop moved to Moto G then redmi 4 ... Now it's NORD...I bought it @ 25k by exchanging my redmi 4.. a decent buy for me.Rating:Back camera:5/5Front camera:4/5 because pics look slightly animatedPerformance: 5/5Battery:4/5 you can expext 6-7hrs max.. but fast charging helps u in 30-45mins charge sets full battery..Design: 5/5Durability : No IP certification so try to avoid water drops and dust touching the device.People buying this in Chennai .. remember only one service center available... Tnagar..I recommend you to use the back case given buy them ..it's durabale.

  
"
Sangeeth,"







  
  
    Best smartphone under 30k
  
",5.0 out of 5 stars,"









  
  
    
  I have used it for about a week and I will have to tell that it's the Best allround smartphone under 30k. You are getting future ready with a 5g smartphone and Brand Recognition of One plus.Pros1) Oxygen OS2) 90Hz Amoled screen3) Smooth performance4) Good Battery Life5) Fast ChargingThere are not many cons according to me. The only one I which i noticed is that Rear camera quality isn't that great compared to Oneplus 8 like they are claiming. But they are good in Ample lighting conditions. Only when it comes to Indoor and low light they struggle a bit.Verdict- Go for it. It's a perfectely well balanced phone covering every aspects. The beauty of OXYGEN OS and Brand Recognition of ONE PLUS are something that you can't ignore.

  
"
Arjun goyal,"







  
  
    Combines lot of good elements in one affordable package
  
",4.0 out of 5 stars,"









  
  
    
  Let's start with the display of the phone one plus display is the better example in mid ranges phones range and camera is just as awesome as any other one plus phone and talk about gaming with the Nord was a good experience, though don’t mistake it for a gaming phone. Some 2D and lower-end 3D titles can easily hit the 90fps mark. You’d be happy playing 8 Ball Pool or Clash Royale on the Nord. However, heavier games such as Real Racing 3 and Fortnite do show some performance issues. Firstly, stutters are more frequent in high-action moments, such as gunfights in Fortnite. Secondly, frame rate drops occurred more often in games that rely on CPU-intensive features and if we talk about Battery of one plus so battery backup is never an issue with one plus because it comes with warp charger which takes your battery from 0 to 65 in just 30 minutes and lastly its price  I bought this awesome piece at 27999 from my icici amazon card by which I get 5% cashback... So if you want to buy one plus and your budget is lower than 30k then just go for it

  
"
Amazon Customer,"







  
  
    Good phone for day to day usage
  
",4.0 out of 5 stars,"









  
  
    
  Display/Touch is really good.Battery Life is also good for normal users like me, who use 3-4 hrs screen time in a day.. I am easily able to draw 40-42 hrs with a full charge.Camera is good..though it can be improved.Real quick charging.Fingerprint reader is fast, with lots of customization.You will see lot of new features when you switch from an android phone like - App drawer, hidden apps, wifi+ mobile data mode etc..

  
"
Anupama,"







  
  
    Overall a really good phone
  
",4.0 out of 5 stars,"









  
  
    
  I have been us this phone for a week now and here is my review.The build quality is quite good but I don’t like the plastic frame but feels durable enough.Look wise the phone is gorgeous and eye catchy I loved its look and in-hand feel.The rear camera is quite nice for the wide angle camera struggles in low light and the selfie camera is only good in well lighted conditions and is useless at night or even little dark. I am not satisfied with selfie cam in low light.The performance is average in heavy games but you won’t notice any problems in day to day tasks.The display is the best part about this phone the colours are punchy and gets plenty bright. The 90hz refresh rate with the180hz touch response is amazing and very smooth. The single speaker is loud but not as good as dual speakers. You will enjoy multimedia experience on this phone and the haptics are good too but feel a bit weak while typing. The battery is average too it lasted me a day with 7hrs of usage (without heavy games) but it gets covered up with the fast charging of 30 watts it only took 40 mins from 20% to 100.Overall I loved this phone but the selfie camera and macro camera needS improvements

  
"
Tejas Ravindra Haramkar,"







  
  
    Cool, neat and clean, smooth....
  
",5.0 out of 5 stars,"









  
  
    
  Thank you OnePlus and Amazon... Product delivery is very fast.. I am first time using OnePlus device....but I love it...😘😘😘

  
"
Berlin,"







  
  
    Definately overhyped!!!!
  
",4.0 out of 5 stars,"









  
  
    
  OnePlus nord is definitely overhyped to the next level , but the price is good and it is not the best OnePlus device nowhere near oneplus8 camera is the weakest point the third camera for the Bokeh mode is not even used when you hide the third camera and click on portrait mode of the picture quality is still the same , if you have no problem with camera go for it , or increase your budget and go for oneplus8, overall it's  a decent phone

  
"
McK,"







  
  
    Value for money mid ranger
  
",4.0 out of 5 stars,"









  
  
    
  Great battery life- I have consistently been getting a full day’s use on a single charge, even 36hrs on one occasion where I used it sparingly. And the battery charges 15% to 100% in under an hour.Display- Very good resolution, the high refresh rate helps tooSmooth app handling and multitasking- even in my 8GB ram variantAudio - very nice driver range and playback quality (sounds perfectly good on good headphones and earphones)

  
"
gsthoudam,"







  
  
    One plus Nord is the best phone in overall in the prize segment ranging within  ₹30000
  
",5.0 out of 5 stars,"









  
  
    
  # when I start using the phone I was really shockedand amazed by the touch screen smoothness and speed, it's really too good# One plus nord battery life is superb , I had to go for once charging in a day if I am using the phone continuously watching/gaming etc rather than Mi note 8 which had to go for charging twice.# Camera quality at night is also superb# finger print reader somewhat lagging in sensing , sometime it is unable to read / too fast removal of fingers etc

  
"
kartik Sharma,"







  
  
    feel Disappointed
  
",2.0 out of 5 stars,"









  
  
    
  Feel bad to buy this, instead of this,I had many options but I trust one plus despite all this, the nord has nothing extraordinary,all these features we can get in 15k-20k range.I bought one plus nord on last month but I feel bored bcz ofHang in 8+128 versionMany times fingerprint sensor do not work so I unlock with passcodeBattery life is too short for internet user as full charge ends in very few hoursOnly good thing about nord is fast chargeOverall: Feel disappointed 👎

  
"
Raksha,"







  
  
    OnePlus Nord - Just An Average phone!
  
",2.0 out of 5 stars,"









  
  
    
  Received phone today! Thanks Amazon for the quick delivery!To all Nord buyers please consider this review seriously!!!Oneplus Nord made a lot of buzz but delivers nothing much great!Camera - 2/5 just average*Quality - 2/5 , the cost cutting is so visible!Display - 3/5 ,it's bright but not impressive...Gaming - 2/5 ,especially Pubg players please stay away from this! Performance is too poor and graphics settings are very low... Don't get fooled by  any YouTube videos!Color - 4.5/5 It's bold and colorfull..Fingerprint - 4/5 works really fast!Overall - 2.5/5 Expected more then wat received and the expectations were set by the OnePlus Ads..To all oneplus premium users or New buyers this phone is not for you, please go by the specs not by company's name! From my experience , OnePlus 5 and OnePlus 6T is way better then Nord! So I suggest you to go for OnePlus 7T/Realme X2 pro..I ll add/update after a month if changes found 👍

  
"
Tapan Rout,"







  
  
    Best in the price range
  
",5.0 out of 5 stars,"









  
  
    
  After one day usage, I can say this is a very good mid range phone.Pros: smooth OS, Amoled screen quality is very good, no screen tint issues.No bloatware apps like other Chinese phones.Selfie camera is goodGood build quality.Face unlock is very fast.There are 6-10 tips and tricks available in Oxygen OS which is very useful in daily usage.Cons:Rear camera does decent job, not meeting the expectation set by OnePlus.Battery drains fast whenever refresh rate is set to 90Hz.On screen fingerprint scanner is not quick compared to rear scanner.Headphone jack is not a problem for me, I am using bluetooth earbuds. Also there are type c to 3.5mm converter available in the market in 200rupees.This Mobile is  very good choice for daily normal usage. Not recommended for heavy usage.

  
"
AFFAN MOHAMED,"







  
  
    OVERRATED MOBILE FOR THIS PERFORMANCE
  
",3.0 out of 5 stars,"









  
  
    
  Recived on 8th August. High rated mobile for this specs. Facing High heating  issue even when used normal and fast battery drainage even when the mobile is in standby mode. Complained customer care care yesterday they asked to factory reset and set up mobile as new again and try. Which was done now. But still I could face the issue.Need to contact them today.Is anyone else facing this issue? Whether issue is sorted out? If yes kindly provide your suggestions plz.

  
"
Gadapuram Sai Nikhil,"







  
  
    Pretty much.. Beast mobile
  
",5.0 out of 5 stars,"









  
  
    
  Really it's very pretty much...Love u OnePlus nord....🥰🥰🥰😍😍😍And please don't buy for gaming..

  
"
Ravi,"







  
  
    Issue with network and phone auto restarts
  
",1.0 out of 5 stars,"









  
  
    
  This is really not as per oneplus standards.1. The phone restarts randomly every now and then.2. The network coverage is very bad. Often people tell me your phone is not reachable but when i see the network bar it shows no issue.3. Problem with jio network. In my area jio coverage is very good but this phone often shows no jio network. I need keep switching flight mode to regain the network.These r two main issue with the phone and no body is writing about it. (Network and restarting)

  
"
RAVIKUMAR PRAJAPATI,"







  
  
    Worth buy 256gb 12gb model
  
",5.0 out of 5 stars,"









  
  
    
  Its nice dast phoneGood qualitiesCameraDisplaySizeProcessorRam managementCustomised navigate bar n settingsCharger is too good makes full charge in 1Hr5G hope come in 2021 then this phone be first to have it.Bad256gb only storage no card slotColors limitedVolume key on other side than normal other mobilesNo 3.5mm jack nor they are providing converter so u hqve to buy wireless headset.Width of display is narrowUseless silent button it should be on some corner kind coz makes u confused for unlock buttonSingle speaker for sound makes it not goodIf you are spending 30k then u should have some premium experience for that...Front camera is good but 16mp is not so goodOver all its value for money for user experience n smoothness of screen n all.

  
"
Ishdeep ,"







  
  
    Overall a very good phone by OnePlus in this segment.
  
",4.0 out of 5 stars,"









  
  
    
  The phone is good and definitely feels premium and in day to day life performance is as smooth as butter and camera is good, though can be improved with system updates and the warp charge is consistent and charges the phone from 0 to 100% in over an hour (depending on the voltage you receive ). Overall a pretty sweet phone with good built quality (It does not matter much that the frame is plastic afterall you are going to protect it with a case at the end of the day).Only thing that is lacking is the camera (a little bit) but that can be improved with updates.Otherwise I am satisfied with my purchase and it is a phone which is overall a very good device with good haptic feedback , topnotch indisplay fingerprint sensor etc. Talking about the tint issue , this can be solved with software update and hope that OnePlus would look into this issue and resolve it as soon as possible with a software update.

  
"
Kunal Modhe,"







  
  
    Awesome phone with some fixable flaws!
  
",3.0 out of 5 stars,"









  
  
    
  This is one of the best phones from OnePlus buf with some fixable flaws. I'm using a 12GB RAM variant and not at all happy with the oxygen os's ram management. Even though my phone has 12gigs, it cannot keep more than 5 apps running in background and no app running in background after 15-20min, so just forget about heavy games which is not expected from OnePlus and that too from a 12gigs variant. I know keeping apps running in RAM could  drain the battery but let the users decide it :)Another thing is camera. Seriously macro lense sucks and is waste of space, waste of money, waste of time. Camera app needs a software update. Output images are not as great and consistent as from OnePlus 8 even though OnePlus's is claiming same module. Well mentioned issues can get solved in future updates. Display is awesome, but even my handset has that greenish shade issues when seeing  at screen in very dark room which isn't a big deal. If you're switching from a 800 series chip then you'll definitely see the performance difference but 90Hz covers it smartly. Everyone is saying battery is great but I didn't get more than 5hours of sot that too without gaming. Final call is yours, cheers!P.s. you can not uninstall the pre-installed Netflix app.

  
"
Mohammad Nowmaan,"







  
  
    Good but not great.
  
",2.0 out of 5 stars,"









  
  
    
  Timely delivered. Overall satisfied with performance but camera is not upto the mark not a camera phone at all.

  
"
Sudhir Kumar,"







  
  
    Perfect mid range mobile for Indian market!
  
",5.0 out of 5 stars,"









  
  
    
  Surely the hype was worth it and so was the wait!!Pros- Display, Performance, In-display fingerprint, Premium feelCons- Mono speaker, Not so effective macro cameraBut ignore the cons and just get the device as no other mobile can compete with 12/256GB model in this range.

  
"
Dilip kr. Ghara,"







  
  
    Balanced phone under 30K
  
",4.0 out of 5 stars,"









  
  
    
  Positive:1. Good display and touch (Pink tint issue is there but it will not hamper your experience)2. Decent sound on both speaker and earphones3. Main camera (48MP) is good4. Brilliant RAM management, No lag observed in normal usage5. Satisfactory battery life and fast charging works perfectly6. No heating issue observed during normal usage and fast charging7. Finger print and face unlock works perfectly8. Wifi and Bluetooth connectivity is good enough and the call quality is also pretty much standard9. Blue colour is really good and weight distribution is great. In hand feeling is good.10. The clean and add free UI of the oxigen OS will make it way different from other android phone of this budget11. Back cover is really good. No complain on the pre-applied screen guard12. Haptic feedback motor is just OkayNegative:1. Below standard camera performance at low-light, selfie camera is not that sharp or good. Slow image processing noticed. Software optimization required. OnePlus could provide a telephoto lense instead of giving those bad depth and macro lenses2. 90hz display is not as smooth as I expected. Software optimization is required3. Auto brightness could have been work more smoothly, Jarking noticed when the brightness is getting increase or decrease. Again the software optimization required.4. 3.5 mm jack is not there. At least the type C converter must be included in the box5. Sometime noticed the screen gets tapped when the fingers are extremely close to the screen.Verdict:1. Good for a reliable daily driver but probably the gaming experience will not be immersive2. 5G has no use. The device could be configured with SD 730G chipset since the performance is pretty much similar to the 730G based devices. Price could be reduced atleast upto 5K by Using the 730G processor3. Balanced device. This device has no extraordinary feature and has nothing extemely bad4. 12GB variant is the best value for money option5. Over hyped and little over priced. Only go for it if you like OnePlus and it's clean UI

  
"
Bhuvanesh Rajan,"







  
  
    ""Nord"" A good phone under 30k segment
  
",4.0 out of 5 stars,"









  
  
    
  Oneplus Nord... I have been using this phone since 10 August 2020 and now it's a 15 days of usage review.This phone got a lot of hypes and I think it's all worth it... If someone planning to go from 15k phone user to under 30k segment this phone is a great one for you.1. So coming to the design aspect this phone is gorgeous, don't confuse yourself by the plastic frame and all use a bumper case.2. Battery life.. Is kind of decent and I won't say it's a great one I have been playing heavy games recently and I get roughly about 30 percent remaining battery life at the end of the day... So it's pretty decent.3. Camera, here it's the main feature where you can take great photos at the outer lighting conditions and in indoor it also take some pretty good photos not bad.. The macro camera the only disappointing factor other than that this one is great for taking good shots. And the front camera is great and the wide angle lens makes the best use from it. Video quality is great in both the front and back camera thanks to the optical image stabilization.4. Performance... The snapdragon 765G doing a decent job as it shows no lag in the loading of apps don't worry about the PUBG high graphic settings it really works great super smooth in its at most usable higher setting. If you are a heavy gamer then you should go for other Snapdragon processor which gives high graphic importance in the play.5. Display... The 6.44 inch super Amoled display looks good and yes in the outdoor just make sure you increase the brightness before you go out or else you can't what's in the screen. Since it's 6.44 pill shape punch hole design the phone doesn't look soo big and it's handy to use. Even in the 60 htz display it works soo smooth thanks to the Oxygen OS and in 90 htz it's even more smoother for browsing and scrolling news feeds in social media but it takes 2% of charge higher than usual.6. Fast charging... From 20 to 100 percent it takes around 1 hour to charge and its good job for its battery capacity.7. No headphone jack... It's the major disappointment in this phone but yeah you can use a type c to 3.5 audio jack dongle which cost you extra.And finally from the attached picture you can see in my phone there is ""no green tint"" issue in the oneplus nord, maybe some units got that issue and I hope they have replaced them... Overall Nord is a good phone from oneplus don't think about other negative points people tell if you are planning to buy just go for it. My 4 star for this phone is just because of the delivery delay for my pre booking and the worst packing... It got so many damages in my box. Thanks hope you guys find this review useful.

  
"
Gaurav bagul,"







  
  
    This phone has BLUETOOTH problem and you need to know this.
  
",4.0 out of 5 stars,"









  
  
    
  Those who wants to buy this phone , he or she should know about cons of this mobile too because no one talks about cons and this mobile have serious issues that might be important to you. The very serious issue is that about BLUETOOTH , it has been 2months since this phone is launched and they haven't done anything about this . The issue is bluetooth doesn't work properly in this and this is annoying because it doesn't have headphone jack that's why we must have bluetooth headphones . Bluetooth automatically disconnects but doesn't connect automatically again , you have to go in the settings and connect it manually.This disconnection happens in every 10-15mins . literally how can they make this phones with many issues ? Atlast if u want to buy it you have to know its cons too.

  
"
Ansh,"







  
  
    Pathetic , worst product , waste of money as per quality
  
",1.0 out of 5 stars,"









  
  
    
  Pathetic product from oneplus , and more to add in bad experience  there pathetic customer supportBrought it and within a week it shows *Qualcomm crashdump mode*Customer supports answers after 20,30 mins and asks for problem and then put on hold for another 30 minsNo where to report issue and ask for helpInstead I would have bought 9k mobile ,that works at least for year with decent  customer  service

  
"
sandeep kumar,"







  
  
    not much as expected but..!!! its cool in this budget.. go for it
  
",4.0 out of 5 stars,"









  
  
    
  today i got the mobile 12+256 . delivery was delay for one day , received all in good condition.just one look it great from outside  .pros :- continue used 1 hour its little bit heat , i dont know why its happening ???? :- front camera not as reality pic it seems to add some filter app.:- there is no audio jack or rear camera quality also not too much good as expected before .:- battery drain 8% used 1 hour continue . Cons:- screen is very good as faster .:- fingerprint  & face sensor  very quick  .:-fast charging:- its look slim phone as compared to other mobile like redmi, oppo, vivo etc.:- go for it in this budget will be update the reviews  after using few days.if you wana purchase oneplus nord then go for it ... its great phone in this budget .

  
"
Subhadip Chatterjee,"







  
  
    Good1
  
",4.0 out of 5 stars,"









  
  
    
  Lovely phone..people who are talking about bad camera quality.. must be shooting in auto mode.. the pro mode if handled properly works like a breeze n the picture quality is also fantastic. n one always insatl GCAM to improve camera performance. yes the macro cam is useless. n i think with few updates the auto mode will also work fine. the display is vibrant.. its smpoth with 90hrz refresh rate. the only thing that is bothering me is the in box back cover.. as i use gesture to navigate the phone the edge of the cover is too pronounced.. hence not been able to navigate smoothly. waiting for other cool back cover options to hit the market.

  
"
Shubham,"







  
  
    Not recommend
  
",3.0 out of 5 stars,"









  
  
    
  * Packing - Soft (Amazon)* Price - 25999 (AE Discount)* Touch - very smooth* Camera - front not good very disappointed by OnePlusBack - need improvement like filters and autofocus* Have some bugs* Purchase advise - Think again

  
"
Michael A Jordan,"







  
  
    There is no better phone in this price range.
  
",5.0 out of 5 stars,"









  
  
    
  I had the OnePlus 3T before I went for the Nord. I had bought the 3T for 35k and bought this 12gb variant for 30k and I have to say, it's a HUGE upgrade for me.People in the reviews keep on commenting about how the camera isn't good, while comparing it to phones outsidebita price range. I've been using it for about 2 weeks now and I have to say, the cameras are excellent! The only phone that may be slightly better in the camera division maybe the Samsung A51 of a similar price range. But then again, the rest of the hardware in the A51 is pretty much garbage.The battery is excellent, touch response is excellent, gaming performance is good, not the best, but good enough (not for high perfomance gaming). I play COD on it on medium graphics and works very very smoothly. The display is just magnificent.If you are looking for a phone within 30k, your search stops here.

  
"
