Name,Title,Rating,Comment
Prashant,"







  
  
    Buy it now.
  
",5.0 out of 5 stars,"









  
  
    
  It's an absolutely fluid machine. Awesome sensors at the right place. Just wondering if Samsung would make profit by selling this phone at this price. I am sure they are limited quantity and would be taken off soon. The fingerprint sensor is very sensitive and responds with diligence. The great feature is its power-packed camera which not only has extremely powerful lenses, but blended with lossless software to encode it. Battery survives for 2 days, with extensive use for calling and listening to music. I am a lisztomaniac, so you may imagine. Thanks. Very contended.

  
"
SB,"







  
  
    Start Exploration.
  
",5.0 out of 5 stars,"









  
  
    
   1. It is smooth in grip meanwhile but due to plastic mix body changes of slip reduces.2. Lock button with fingerprint scanner is really a great concept.Double press function, notification tray slide are some features.3. You can have Alarms/Playback/Events/Weather on Lock screen.4. Almost every function is available on notification tray.5. Super Amloed Screen gives you a glance experience.6. Customize your phone according to you.

  
"
Kindle Customer,"







  
  
    Good to go !!!
  
",4.0 out of 5 stars,"









  
  
    
  I'm updating my review after 20 days of use. Super display i love it. Great UI. Very good interface (smart switch app) from Samsung to transfer data from old to new phone, effortless. Camera is good, i hope it will improve with updates.I hate bloatware. I purchased 8Gb RAM version, but out of 8 gb, only half is available, it is irritating some times. I observed a bit of lag while playing mine craft. So, I must say that processor can be improved.Overall, good phone, considering non-chinese brand.

  
"
Pawan Singh,"







  
  
    Waste of money
  
",2.0 out of 5 stars,"









  
  
    
  It's nothing like monster things..camera is okay not very good. Phone is also not looking cool 😒I can't able to connect it with my laptop as it's having both side c-type charging wire

  
"
Imran Ali,"







  
  
    Nice camera, nice screeen looks but battery performance not as good as a 6000 mah
  
",3.0 out of 5 stars,"









  
  
    
  Overall good  experience, my rating would be 3.5.Pros:1. Size : Good for movie & gaming.2. Camera : Very good, works exceptionally good in night mode.3. Look and feel : Vivid, typical samsung type.4. Pre- installed softwares: Limited and only required ones. good from security aspect.5. Weight : Feels heavy and when in pocket will definitely make u a feel that u are carrying something worth not losing.Cons:1. Phone heats up if used continuously for 30 mins for phone calls.2. Even video calls and you tube playbacks heats the phone near camera area. Pretty unexpected from an highend phone from Samsung3. Battery: Not a good performance as per 6000 mah. LAsts for a day with normal usage, i.e. phone calls, whatsapp, 1 hour youtube video, and some browsing. To be honest, i am disappointed on battery performance looking at its size especially when Samsung made it a big USP.4. Crux: You have better options in this price range, would recommend to try those instead of blowing 21,500 on this phone.5. Processor: Samsung has not done any big changes in its old Exynios Genre.Must go ahead..But Samsung has been a miser..did not provide  rear silicon cover.Charging cable length is just OK IN length.

  
"
Vimal,"







  
  
    Overall awsome value for money with gaming experience
  
",5.0 out of 5 stars,"









  
  
    
  This is amazing value for money mobile, earlier i was using asus but changing mobile worth it.Battery: no worries charge within 1:40 hr, whuch is great compare to other mobiles.Camera:awsome, it captures what you needed.Screen :it's samsung USP it could never go wrong.Processor 9611: i also have some concerns before buying but it's not bad. many review available in internet saying processor is not good, but believe me i play lots of game (Pubg, COD, Asphalt, Mortal combat etc most game size 2.5 gb) , do not find any problem, only difference isduring first time game loading takes few seconds extra as compared to new processors.  So while playing no issue.Screen refresh rate: it's a myth 90 hrtz is better compared to 60, hidden fact is your eyes are only detecting 30 frames/hrtz, so your eyes are not even usung 60 hrtz frequency.Weight: yes it's slightly heavy bit do not hurt while typing or gaming, weight is well balanced.Protection: No comments, I always cover my mobile with screen gauard and back cover,  looks and sturdyness are also fine for me. But for this point you could count on other internet reviews, as i am playing safe with my mobile.

  
"
Sreedhar ,"







  
  
    worst camera waste of money
  
",1.0 out of 5 stars,"









  
  
    
  Nothing great in this mobile,lot of social media hype, I purchased this to avoid china mobiles, but a 100% disappointment from samsung I will never go for samsung mobile again in my life time , frankly it is like a China mobile with build quality ,plastic body, camera  Nokia 2mp is better than this ,worst camera experience, 30s is bad in camera what my wife is using, 31s is more worst camera than 30s, waste of money it is like 7k budget mobile, my earlier redmi 3s prime is 100%better,I ordered redmi note 7 pro for my father before lockdown for 8.5k, which is very nice in camera point of view. I strongly recommend don't go,weight of mobile also more

  
"
madhur,"







  
  
    Bad experience with waste of money
  
",1.0 out of 5 stars,"









  
  
    
  I have recieved this mobile on 13th Aug, delivery well in advance. Mobile looks and features all looks superb. Suddenly on 21st august the mobile started giving advanced touch error and then screen gone off. Now the mobile display is off. Return window is closed on 20th Aug. Service centres are working only on limited days. I had to purchase a mobile immediately for my daily job. Samsung customer care also giving false information related to service centre. I go to office and find time only on saturday and sunday. Service centre is open only on monday, wed and friday that too with limited manpower. I purchased samsung mobile for the first time and now feeling bad about my decision. A latest mobile with limited application downloaded has suddenly crashed. Waste of my money.

  
"
Sagar S.,"







  
  
    Good phone if you could get it around 15k
  
",4.0 out of 5 stars,"









  
  
    
  I was Samsung S Duos user long back in 2012/13 and that experience was pathetic. I had decided, I'd never buy Samsung again and I didn't till this M31 (other model) was launched which my brother is using. After hearing its reviews, I finally decided to break my oath and give it a shot. I purchased M31s because it was recently launched and bit higher version. Got decent exchange value for my old phone. While purchasing, I compared it with Redmi Note 9 pro max which had less battery and IPS display.Since this phone had AMOLED display, it looks pretty good. Build quality is also good.However, I am disappointed with the battery as it drains fast compared to my old phone which I exchanged. If you are heavy user (the one who plays lot of gaming, HD videos etc.) which I am not, still the battery goes for 24 hours max for this new phone which was same as my old phone which I used for 2 and half years. I wonder, how many times I'd be charging it after a year or something. Also, finger print is embedded in the lock button itself. Unfortunately, it gives lesser area to scan your finger and takes lot of time to unlock. Only 3 fingers can be added.So, if you want a phone which is not Made in China and good brand, built quality, then go for it. If you are heavy gamer or watch videos constantly, then think again. I am giving 4 stars because of the battery issue only and I could get it well within 15k.

  
"
dange,"







  
  
    Don't buy it's cheating
  
",1.0 out of 5 stars,"









  
  
    
  Pathetic purchase- DON'T BUY GUY'S, full of cheating as Camera quality is literally pathetic, Finger sensor is ""0"", finally it hasn't RETURN POLICY, IT MEANS THEY HAVE LOOTED USE 😵

  
"
Harsh kumar yadav,"







  
  
    Please please dont waste yout 19k ruppes
  
",1.0 out of 5 stars,"









  
  
    
  If you are not an heavy user then this phone is perfect for you but if you are a student, and  searching for a new smart phone this is not for youIn the first class you will find it perfect but as the class goes on and the 4 or 5 period came it wil start manking frame drops and lagsYou will notice an frame drops in animation while opening and closing of an app, or while switching between apps or in scrolling. I didn't know is the problem is in my device only or if the device is like that onlyI strongly not recommended you to buy this phone because its not able to handel the load of online classes then if you are a heavy user how will it survive in heavy usageAnd please don't trust on youtube reviews of this smartphone they are totally fake.And yaa its camera too its camera in low light condition is more useless then the sit of an dog

  
"
Prime member,"







  
  
    Loving it my first samsung smartphone.
  
",5.0 out of 5 stars,"









  
  
    
  Happy to switch to samsung phones from all other chinese phones i owned previously.Samsung has inbuilt device care app which manages the ram and saves battery and puts apps to sleep when not required. You also get samsung max premium VPN service for free although you will have to select the premium service from samsung max app bcz by default basic service is selected for everyone. Kindly note bcz the VPN is free its slow. Comes with Dolby atmos feature but ya dolby atmos can only be used with headphones and works with Bluetooth headphones too. What I liked about samsung is the dolby atmos feature provided is not there for show it really works amazing when you listen to real dolby atmos content using headphones on the phone . For me I am satisfied with this phone

  
"
Amazon Customer,"







  
  
    THIS ONE IS WORTH BUYING
  
",4.0 out of 5 stars,"









  
  
    
  Pros: -In hand feeling is great with unique gradient look.-The cameras of this one is just amazing. Photography might become ur hobby with the ultimate quad camera setup in this device.- Fingerprint sensor is modern and works really well.- Super amoled display and the speakers with punchy sound gives a completely different experience with the multimedia.-25 watts charger is the cherry on the cake.Cons:-A back cover could have been provided because the back is a fingerprint magnet.- A bit advanced processor could have made this phone an asset worth possessing (Only for hard core gamers).Conclusion- Being a moderate user, I am really happy with this Samsung device. It's a big competition to any other smartphones in this range in the market at this point of time.

  
"
raja,"







  
  
    Good Phone
  
",5.0 out of 5 stars,"









  
  
    
  Aesthetics :First of all the phone is very good to look at. The glossy finish on the back of the phone where the colours merge looks good. The one down side is back side of the phone is a finger print magnet and be ready to invest in a good back cover for the phone. It would be good if samsung provides a good cover in the package for the phone as they are providing for some models in the m series.Camera:The phone has good camera on paper and lives up to its expectations in the real world. in well lit scenario it provides very good results. The low light scenario is really challenging even for the top of the line phones. This phone is also no exception in low light scenario I see a bit of noise and loss of detail.Battery Backup:The big thing about the phone is the battery and it is able to hold the battery for two and half days of normal usage.Software Updates:One thing I remain skeptical is how long samsung will provide software updates, I think it is for 2 years but I would be happy if get for 3 to 4 years.Conclusion:So, if you are looking for a good phone under Rs.20000 this is a phone that will and should be in the first three places in your list of phones.

  
"
Leeban,"







  
  
    Awesome it has everything but not one thing
  
",4.0 out of 5 stars,"









  
  
    
  It's not about giving review, it's about sharing my experiences with someone who need to buy this from hard earned money. I don't share my mobile picture because its my whole thing now.Why you have to buy this?1. Mobile look is awesome.2. Performance is really good, behind my expectation.3. Side finger print sensor is working than what you think, meanwhile faceunlock also working soo good.4. Battery stands upto 14hrs rough use, but I'm not try it more than twice.5. Edge to Edge perfection in screen looks and handy to use.6. Don't worry about price because Samsung 25W get know you it's perfect.7. UI 2.1 gives you different experience.8. PUBG is really working equal to other competitors.So why you should not buy this1. If you want a 5G network don't think about this mobile.2. Signal strength is not improved like other M series mobile, I feel its have to look by samsung.3. Battery save mode ( Medium power saving) not perfect as I seen before.4. Faceunlock consumes more battery.Don't confuse by review if you want a mobile classy, good performance and updated trend choose this because it has everything. Expect 5G.

  
"
Prasad,"







  
  
    Good Product
  
",4.0 out of 5 stars,"









  
  
    
  Feels good to hold. It is a plastic body but still seems quite premium.The camera is good. Not a flagship so  ant expect much. But a lot better than my  previous samsung s8. The single take feature is a load of c**p. Or maybe I haven't used it efficiently yet.Battery backup is simply awesome. Don't.  Have to keep plugging in. But again the 25w fast charging is a load of c**p. My previous moto g6 had 18w turbo charger and that worked a lot better. Though that battery capacity was low as well. But gave me equivalent backup.Screen is the best part. It's beautiful, huge and crisp with minimal pinhole obstruction. Good colour saturation and brightness. Face unlock is just a tad bit slow. Fingerprint sensor is a bit of an issue. New position at the side on the unlock switch but more importantly it is not the most responsive

  
"
Avishek,"







  
  
    Simply not worthy at 19.5k..Won't recommend at all
  
",3.0 out of 5 stars,"









  
  
    
  Bought the 6Gb/128Gb Mirage Black variant..- Battery does not feel like 6000 mAh just one day max with medium to robust usage..- Camera is good but the 64MP feels like some 16/32MP..Macro lens also not upto the mark..- Only good thing is display in S-AMOLED..which is again a common thing in all of samsung's mid range smart phones..so not a big deal- Issue with network as wellI simply din understand how a flagship level phone which created soo muchhh hype in the market turned out to be a big S###..Samsung just foxed the customers taking the ongoing anti-china emotion into their advantage..JUST A BIG THUMBS DOWN FROM MY SIDE...

  
"
Nagendra,"







  
  
    Dont fall for the hype. It lag always.
  
",3.0 out of 5 stars,"









  
  
    
  I am a oneplus user. I just bought this for my mom usage. I have been using it for week. After the present situation  of against the made in china products. I just blindly  booked Samsung after gone through  some reviews in YouTube.Totally waste of money. U will find lags in each animation. I regreat for my worst decision  ever.Dont buy if u are looking  for a good product.

  
"
Akshay,"







  
  
    Among the best in its category
  
",5.0 out of 5 stars,"









  
  
    
  Simply brilliant! I definitely think this is the best phone to buy if one has the budget of about 20K. The battery is long lasting, the cameras are better than any other phone in its category and the screen is magnificent.The only little glitch is the fingerprint scanner on the left of the phone. It can be really uncomfortable for people with small fingers. And it isn't as responsive as it should be. I had to press at least  twice to unlock the phone. Maybe I am a bit too casual with my touch, but its definitely an issue.However, besides the above minor issue, I think this is a brillphone by Samsung for people who want to have a good viewing experience,  a great set of cameras and a long lasting battery.

  
"
Shwetank Shukla,"







  
  
    Worth the cost...
  
",5.0 out of 5 stars,"









  
  
    
  All good. Comes preloaded with some 3rd party softwares, that was a bit irritating but all can be uninstalled. Great value for money though. Battery lasts full 24 hrs with heavy bluetooth usage with my earbuds and wireless ON all the time. Takes around 1.5 hrs to charge completely. It has Knox security but remember, it's not water proof so be cautious in rain and near pools, tanks, bathroom, etc. Feeling on screen is good. Great with multiple apps open at the same time. Do not forget to put TPU cover or armor guard with some screen guard. My friend dropped his 2 days old M31s from half a meter height and screen is shattered and gone black completely.  I think original screen replacement from the authorised service center is 8.5k. Better safe than sorry. Worth every penny for this price. I bought in prime day sale so got 1500/- additional discount.

  
"
PARIJAT FOUZDAR,"







  
  
    Fantastic experience with my first samsung phone.
  
",5.0 out of 5 stars,"









  
  
    
  This is perfect for day to day usage with fantastic camera quality. There is no full version of Knox security. Processor is not for high gaming. Battery is descent but you can get 5830mah like battery life because of this processor.Display is awesome.And there is a hidden app lock system with samsung max app for data saving and privacy protection.Fingerprint sensor is very fast but face unlock is secure.There is a unique single take feature.And it is a non Chinese  phone.Build quality is awesome.Big screen bright writing  is very helpful for students.

  
"
Raman Kumar,"







  
  
    Good Phone
  
",4.0 out of 5 stars,"









  
  
    
  I am facing two problems1. Fingerprint Sensor not so good as my previous  A6 Plus.2. Front Camara is shaking.Apart  from this Amazon packaging  is very  very simple  & bad.

  
"
Payal,"







  
  
    Completely useless. Nothing smart about it
  
",1.0 out of 5 stars,"









  
  
    
  Pls do not buy this phone. I bought it and a week later I am regretting it. There is nothing smart about this phone. If you have used a Vivo or an Oppo, you'd hate this phone. I never had a samsung in my life, so I thought of giving it a try but this is a completely useless phone. There is nothing user friendly about it. The only good thing is the battery life. Most of my apps hang. I always have to force stop the apps to make them work. I completely hate this phone. If there was a minus rating, i would have given that. If you still decide to buy it, trust me you'll regret later.

  
"
Amazon Customer,"







  
  
    Wi-Fi Adapter not working
  
",1.0 out of 5 stars,"









  
  
    
  Received the phone today.  Inserted SIM.  Started phone.  Wi-Fi  problem couldn’t authenticate connection.  Reset whole Router with new SSID and Key.  Reconnected all other devices with new SSID and key including my old Redmi Phone.  All devices got connected except this brand new Samsung.Called Amazon Customer care.  They advised for a hard factory reset.  Did factory reset twice.  Still the same problem.  First impression is the last impression – May be Samsung hasn’t heard of it.  As of now they have allotted a technician to look into it.

  
"
Amazon Customer,"







  
  
    CAN BUY PHONE
  
",4.0 out of 5 stars,"









  
  
    
  After using it for a week,in this price range definitely a good gadget.Touch,camera,processor speed,finger print sensor up to the mark.A lot has been said for the battery,it charges fast only if you off the net,location,keep phone on power saver than it charges in 90mins otherwise it takes 130 mins to charge,battery drains too quickly than M31.All other aspects are good,one can buy if don't want to go for Chinese one.

  
"
Prashantha S,"







  
  
    Great buy
  
",5.0 out of 5 stars,"









  
  
    
  To begin with the phone is a complete package. Display gives an amazing experience, no doubt it's a battery monster coupled with 25 watt fast charging, reverse charging offers a great advantage, rear cameras give the best shots in the price segment, they add great variety also, front camera is good, the auto wide angle selfie feature is really handy, but sharpness can be improved. Single take is fun to use. Side mounted fingerprint sensor is really quick. It has Knox security but it's limited as it doesn't have secure folders and other A series features. Though made of plastic it still has a premium look and feel unlike the previous M series phones. Single mono bottom firing speaker is adequately loud but sounds a bit tinny at times. Dolby Atmos is present only for headsets and the music output is excellent. Processor is not made for gaming, hardcore gamers stay away. It's smooth and breezy for day today tasks. Multi tasking is no issue. OneUI 2.1 has excellent improvements over the previous versions. Call quality, network reception is absolutely fine. Internet download and upload speeds are quite satisfactory. Overall it's a great experience. Loved it

  
"
Dr Prakhar Kumar,"







  
  
    Buy it for its Camera and Battery!
  
",5.0 out of 5 stars,"









  
  
    
  Samsung has been giving the best amoled displays for quite some time now. This phone keeps up with the tradition. There is No 90 or 120 Hz refresh rate so yes that can be an argument as competition offers that.But then Samsung display is Samsung display. You just can't get wrong with it when it comes to watching videos.M Series is known for its battery, and the M31s delivers a punch here. Also, despite a beefy battery, phones ergonomics are pretty well handled and overall grip is comfortable (but sligthly heavy) thanks to back end curves.Phone looks and feels beautiful and the polycarbonate material build quality feels good but I don't intend to test it. Back is a finger print magnet.The Exynos 9611 SOC is good enough for less power hungry games but there is frame lag in certain games which demand graphics. Overall with 6000 mAh battery, a better optimization by 9611 SOC might have led to more than 2 day life, but no one is complaining.Call quality and reception is pretty good.Okay, the best part is Camera! Somehow Samsung has managed to fit a very very decent camera in to this one. Yes colors can be over saturated (5/10 times) but it's the same with most phones these days as perhaps the general public likes punchy colors.Video recording is pretty fine tooBut the winner here is the Night mode. Don't know what got into Samsung's head and they have accidently incorporated a very improved night mode for a M-series phone (less noise and better field of exposure). Its easily the best night mode in under 20,000/- category of phones.Even the 12 MP ultra-wide takes better pictures than other ultra-wides in daylight.Overall a good solid phone. Samsung is always guilty of over pricing (may be their screen costs more or whatever), but still would attract many. A price of 18000/- may just have killed the competition, but may be not this time.Disclaimer:I'm a very casual gamer, mostly see movies on Netflix and Amazon Prime video and so display and battery are my priority and the M31s doesn't disappoint here.Clear advantage is the camera, specially it's Night Mode.The 9611 SoC handles my daily routine well and 6GB RAM eases multi-tasking problems for the SoC. So didn't notice any lag in my experience so far.Min storage is 128 GB, and I really never needed more. You can always use a micro SD card to futher add storage.The review is based on my usage and i feel most of the crowd uses phone for social networking, web browsing and occassional gaming, so any basic SoC can handle it fine.

  
"
CHANAKYA,"







  
  
    Perfect phone for who are not gaming persons superb quality display
  
",5.0 out of 5 stars,"









  
  
    
  Samsung m31s this is a super phone which never I have seen my life extraordinary battery life and extraordinary camera features and superb fingerprint reader fast and accurate than other phones in this phone Face Unlock is also so fast .In the box they didn't provide any case for the phone and no earphones for the phone but in a series they will provide a case and earphones and in the M series wild didn't provide case and earphones I don't know this is I was disappointed in Samsung M series so but the phone is superb and naturally grade in camera quality so perfect and I appreciate the Samsung offices to make a Sony sensor of 64 megapixel super phone in the 2020 year thank you for Samsung officers taking this phone to market

  
"
B S P,"







  
  
    Good allround phone
  
",5.0 out of 5 stars,"









  
  
    
  First the delivery from Amazon.  Delivered within 24 hours of order, amazing!Used the phone for a week, my observations -Display - 5/5 Amoled display is brilliantBattery & Charger - 5/5  Lasts for 2 days and charging is pretty quick.Software -  4/5 Samsung's software overlay is quirky, would have preferred something closer to stock Android.Touch response - 4/5  Quite smooth and fast but could be better.  This phone needs a 90 Hz rate.Camera - 5/5  Overall the photography is very good.  The single take feature is helpful.Fingerprint sensor - 5/5 Very fast and button location is convenient.  Haven't tried face unlock.Overall appearance -  Looks quite premium even though the back is plastic,fairly bulky and heavy but very comfortable to hold and use.  Would suggest a good back case.  This is not a phone for those lookin for a sleek and stylish mobile.I am not a into gaming so cannot comment about the performance in that area.  However, going by its overall performance and speed, I am sure it will perform adequately.Conclusion, a premium product at a slightly premium price for a mid-ranger.  Comes without a back case or screen guard, unlike most other phones in the market, surprising that Samsung is cutting corners in such a small thing!!

  
"
Akbar,"







  
  
    Decent model, Liked it
  
",4.0 out of 5 stars,"









  
  
    
  Another well desinged model from Samsung M seriece with high capacity battery. Android 10 + Dark Mode best combination for Samsung display to viewPros-Design & Display The design of the mobile is awesome with 6.5 Inch Super Amoled Full HD display. Big screen to watch movies. The pixels resolution and smoothness of the screen is damn good. Nobody can beat Samsung in terms of dispaly. Glassy finishing at back side is too good. Edges and screen ratio is fine. Classy look. UI is awesome- Storage 6GB/8GB RAM is definitely huge, helpful for gamers, mutli purpose users. I didnt see any lagging or hanging till now while using. 128GB storage is lot to store-Battery Battery life is good. Lasting 24hours after more use, still 30% or 35% power will be remained.-Charger The charger cable is coming with Type C at both sides. Very fast charging 25W.  Reverse charge is provided in this model which is good option to lend some charging to others (Can use M31S as a powerbank :P)-Camera Came with new feature Single Take which helps you to capture realtime photos and video at the same time (Slow motion video, Fast Forward video, edited photos). Camera clearity is good and decent, Macro, Live Focus options will bring the creative photographer in you, but when I compared with Mi Cam I feel Mi cam sharpness is better-Processor Coming with Exynos 9611 processor. Works really fast and good without lagging.Cons- Since the size is big little bit difficulut to operate with single hand, but now a days it's not a big issue- Fingerprint scanner is not very accuarate, sometimes you may feel disgusting to unlock, even face lock also slow in response sometimes. Can be improved- Sound Quality is good but volume is not much- No indicator for notifications- Unncessary preinstalled Samsung apps- Ads on the screenPrice could have been set 18k as there is no much difference between M31 and M31S in terms of battery, processor, camera (Except Single Take). Must buy for Samsung Lovers

  
"
Amisha Mallick,"







  
  
    SUBERB PHONE
  
",5.0 out of 5 stars,"









  
  
    
  SAMSUNG GALAXY M31S is really a very good phone with very advanced features it have all the features what the company claims . The enhanced feel of the phone is really classy and it will make you feel.you are getting a premium phone at this affordable price , go for it. 😍 I am giving this review after one week of receiving it , I have tasted it's camera , battery and everything and I'm giving a honest review after using it .1. CAMERA - 10/10 The camera is superb64 + 12 + 5 + 5 MP Quad Primary CamerasLED Flash32 MP Front Camera, No Front FlashThe camera is up to the mark it will make photos so beautiful 😍2. BATTERY - 9/10 The company says it has mega battery of 6000mAh with super fast charger . I would say the charger is really fast . It takes almost one and a half hour to fully charge it and then the battery last for maximum 2 days3. PERFORMANCE - 10/10  the phone comes with Octa core (2.3 GHz, Quad Core + 1.7 GHz, Quad core) Samsung Exynos 9 Octa 6 GB RAM. The performance of this phone is really mind blowing you will feel amazing after using it.4. DISPLAY - 10/10 the phone comes with 6.5 inches (16.51 cm) 405 PPI, Super AMOLED. The display is really very good. It has a huge display if you like to watch videos and movies then this phone is for you.5. BACK COVER - 10/10 I honestly say the outer cover of this phone is just amazing 🙌 for the phone cover I would really like to appreciate Samsung as the cover is very classy and the cover is of glass body so the in hand feel of the phone is really premium.

  
"
Vanshuj,"







  
  
    Awesome
  
",5.0 out of 5 stars,"









  
  
    
  Pros - This phone has monsterous 6000 mah battery, reverse charging and Samoled display. Coming about single take camera make this phone more interesting and look wise make this phone best under 20k.Cons - only con is processer. Exynos 9611 since 2 yrs samsung is using this processor in mid rangeOverall pubg is running smoothly because of optimization

  
"
Anirban Banerjee,"







  
  
    Decent camera, Awesome display, battery and ram management with Knox security.
  
",5.0 out of 5 stars,"









  
  
    
  Lets talk about the cons first.. the front camera struggles in low light, due to the charging cable being type c to type c.. one cannot use it as a data cable which is a little annoying. There is no TPU case or screen guard applied with the phone which makes the phone little more vulnerable and so we have to spend some extra bucks to get to that security.Pros are more than cons. The rear camera is really impressive, night mode too adds to its advantages, the front camera works like magic in good lighting condition. If we turn off the skin smoothness and beauty mode, it produces some good details. Battery life and the charging time is decent. Display is extraordinary. Sound is rich and loud. Don't worry about the processor, if you are not a gamer who streams and plays for hours, it is a perfect phone for you. It works lovely . Moreover it comes with Knox security.

  
"
Girish S,"







  
  
    Very disappointed
  
",2.0 out of 5 stars,"









  
  
    
  This is just an ok product. I ""will not recommend"" it at this price. Only reason I bought this phone was because I did not want to buy a Chinese Phone.The performance of this phone is worse than a Chinese Phone.Only good thing is it's screen size and display.The phone isn't very fast to respond. It hangs frequently. Everytime I unlock this phone the application which is already open does not work.I have to close the app and open it again.The fingerprint sensor on the side button also requires getting used to. It locks often as we hold the phone in our hand as it starts recognising anything on the sensor as our fingerprints which fail to match.If you don't save all the WhatsApp images to your gallery by default, there is no option to save it manually. Such a pain.Google Chrome also won't update no matter what.

  
"
Alwyn,"







  
  
    Galaxy M31s Don't buy the phone
  
",3.0 out of 5 stars,"









  
  
    
  The overall experience with the Galaxy M31s is great. I like the overall features of the phone specially the feather touch on the screen. For those who are looking for a battery life its a huge disappointment.Two major disappointments:1. Since the phone is new in the market, Samsung should have provided a better experience with One UI 2.5 or 3.0. But there seems to be no plans for the UI upgrade.2. I am a heavy user and the only reason for buying the phone was the massive 6000mah battery. But it seems to be a pretty much disappointment from Samsung. I have been using the phone for a week now and the battery does not perform as expected. I don't play games on the phone but daily uses like Paytm, google pay, Teams, Outlook, Gmail, WhatsApp. The battery does not long even for 8-9 hours. I am sure that it is a paid promotion from the vloggers that they mention about the 2-day battery life. I was expecting the phone to be charged every 2 days, but I have to charge the phone every day. If I want to have a 2-day battery then I have to use very cautiously like not using wifi, WhatsApp, or any sort of heavy use.

  
"
Prashant Gupta,"







  
  
    Terrific One from Samsung 🔥🔥
  
",5.0 out of 5 stars,"









  
  
    
  A Very Big Samsung Mobile Fan.First of all, loved the new Glastic design and the side-mounted fingerprint sensor which is very fast.A Very massive battery and the Amoled Display puts a cherry on the cake.The 64 MP intelli-cam is just Lit🔥🔥.The new infinity O display in M series was a great idea.The sim slot is also very unique.Currently using the Samsung M30s, M21, M31s. All of them are great considering their price point.Attached some of the Camera samples.Loved the Knox security in M-series.Reverse charging is a very useful feature.The 25W charger is also awesome.The image processing is awesome and very fast.

  
"
Susovan Panja,"







  
  
    Loved it !!!
  
",5.0 out of 5 stars,"









  
  
    
  It is a very nice phone. Loved the always-on display. It's a very large and good display. I am playing casual games. The sound is loud. The battery life is good and fast charging helps to fill it quickly. There was no breakage for me on the Bluetooth front, I am pairing my Sony XM3 with this and I am not an audiophile but Dolby Atmos makes a nice hearing experience for me (XM3 is not Atmos-certified). The camera is also good enough for me (it has Sony cameras). I am not a pro photographer and ultimately all my photos are uploaded to google, so good enough camera for me. So it is a very nice purchase for me. And I hope every person buying this phone (instead of buying Chinese brands) have the same experience. Also do always buy insurance for your phone for at least the first year. I have seen many cases when it comes handy coz you never know when an accident (only to your phone) happens.

  
"
Amazon Customer,"







  
  
    Battery drains fast - worst choice
  
",1.0 out of 5 stars,"









  
  
    
  Battery is discharging very fast. Its a worst  choice  to choose  dis phone. Thought  to hav a long battery  life. But its discharging  very fast.More over Amazon  asking to install a software to check the things. And dat software is not having battery option.Guys opt some other. Its useless.

  
"
Amazon Customer,"







  
  
    Overall okayish-good.
  
",3.0 out of 5 stars,"









  
  
    
  I personally don't like cameras where it smudges your facial texture in the selfies/photos, this phone cam has a bit of same issue like other new phones where it shows as if u have a clear skin without any dark spots. Other than that landscape pics are very clear, still need to explore the Cam.Disappointingly, headphones not included in the package. No other offers in it like free scratch guard & back cover.Configuration is a bit tricky, opening a Samsung account, syncing, copying & all.Overall phone is good, look wise & applications in it. Love the colour combo, metallic Greyish-Silver & Blue.Will update after a few months, just got it yesterday.

  
"
sheff,"







  
  
    A Real Monster From Samsung Family
  
",5.0 out of 5 stars,"









  
  
    
  Its A real monster from Samsung M Series that I can't say in few words. Its really user friendly and Comfortable. Overall its too good in All Aspects.Pros* A Cool Design with beautifully arranged side keys* A Stunning AmoLED 6.5"" full HD Screen* A Beutiful 64+12+5+5 MP Rear and 32MP Selfie Camera* A Powerful 6000 mAh Battery* A Descent Samsung Exynos 9611 Processor* A Smart 6GB RAM With 128 GB Memory* A Comforatable Corning Gorilla Glass 3 protection.Cons* Price is Liltle more when compared with Other Chinese mobile Phones.* Doesn't come with a back cover. So I bought a back cover. (Amazon Solimo brand).I was thinking about Cons and wasted so many time. Because it's a Kind Of Smart Device When beuty mets the Quality. Samsung Made it Possible. Btw Proud to be an Owner of Indian Mobile. Jai Hind.Don't Think So much....Jus Go for It !!!

  
"
Abdul Momin Tasleem Ansari,"







  
  
    Great phone Samsung  M31s
  
",5.0 out of 5 stars,"









  
  
    
  Good mobile with great changes like..1: Single Take2: Glastic body3: Monster Battery4: Awesome camera with great features

  
"
